oblast,raion,city,district,street_new,street_old,house_raw,house_num,house_slash,house_dash,house_letter,postcode,oblast_code,raion_code,city_code,district_code
,,Харків,Шевченківський район,проспект Перемоги,,78в,78,,,в,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,13А,13,,,А,61204,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66е,66,,,е,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,64а,64,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,74г,74,,,г,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,72б,72,,,б,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,36а,36,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,61а,61,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,65а,65,,,а,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,64,64,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66а,66,,,а,,,,,
,,Харків,Шевченківський район,Алексеевка - Павлово Поле,,66к,66,,,к,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,46,46,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,46б,46,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,78а,78,,,а,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,23,23,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66,66,,,,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,13В,13,,,В,61204,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,32,32,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,65,65,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,32,32,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,50б,50,,,б,,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,13,13,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,50,50,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,36а,36,,,а,,,,,
,,Харків,Шевченківський район,Архітекторів вулиця,,20,20,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,48б,48,,,б,61204,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66з,66,,,з,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,61б,61,,,б,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,46в,46,,,в,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,46а,46,,,а,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,48в,48,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,78б,78,,,б,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,50в,50,,,в,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66в,66,,,в,61204,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,17г,17,,,г,61204,,,,
,,Харків,Шевченківський район,проспект Перемоги,,66д,66,,,д,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,74б,74,,,б,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,72,72,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,51,51,,,,,,,,
,,Харків,Шевченківський район,проспект Перемоги,,57в,57,,,в,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,37,37,,,,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,58,58,,,,,,,,
,,Харків,Шевченківський район,Лозовеньківський проспект,,6,6,,,,61174,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,48,48,,,,,,,,
,,Харків,Шевченківський район,Людвіга Свободи проспект,,59а,59,,,а,61201,,,,
,,Харків,Шевченківський район,вулиця Ахсарова,,3б,3,,,б,,,,,
,,Харків,Шевченківський район,Солдатська вулиця,,41,41,,,,,,,,
,,Харків,Шевченківський район,вулиця Мирослава Мисли,Цілиноградська вулиця,42а,42,,,а,,,,,
